flink-identity-1  | Resuming from checkpoint: /tmp/flink-checkpoints/26831ffb727992ac5c0687c7993a6b13/chk-279
flink-identity-1  | [flink-pekko.actor.default-dispatcher-8] INFO org.apache.flink.runtime.resourcemanager.slotmanager.FineGrainedSlotManager - Received resource requirements from job 6aa832ae04026d2d3cf31b5d0d655ba6: [ResourceRequirement{resourceProfile=ResourceProfile{UNKNOWN}, numberOfRequiredSlots=1}]
flink-identity-1  | [flink-pekko.actor.default-dispatcher-8] INFO org.apache.flink.runtime.resourcemanager.slotmanager.FineGrainedSlotManager - Received resource requirements from job 6aa832ae04026d2d3cf31b5d0d655ba6: [ResourceRequirement{resourceProfile=ResourceProfile{UNKNOWN}, numberOfRequiredSlots=1}]
flink-identity-1  | [SourceCoordinator-Source: kafka-source] INFO org.apache.kafka.common.config.AbstractConfig - These configurations '[key.deserializer, value.deserializer, commit.offsets.on.checkpoint, enable.auto.commit, group.id, client.id.prefix, auto.offset.reset]' were supplied but are not used yet.
flink-identity-1  | [SourceCoordinator-Source: kafka-source] INFO org.apache.kafka.common.utils.AppInfoParser - Kafka version: 4.2.0
flink-identity-1  | [SourceCoordinator-Source: kafka-source] INFO org.apache.kafka.common.utils.AppInfoParser - Kafka commitId: a18251bae0b825c6
flink-identity-1  | [SourceCoordinator-Source: kafka-source] INFO org.apache.kafka.common.utils.AppInfoParser - Kafka startTimeMs: 1784186092198
flink-identity-1  | [SourceCoordinator-Source: kafka-source] INFO org.apache.flink.connector.kafka.source.enumerator.KafkaSourceEnumerator - Starting the KafkaSourceEnumerator for consumer group stream-state-bench-flink-identity-latency-failure_jvm_kill with partition discovery interval of 300000 ms.
flink-identity-1  | [flink-pekko.actor.default-dispatcher-7] INFO org.apache.flink.runtime.resourcemanager.slotmanager.FineGrainedSlotManager - Matching resource requirements against available resources.
flink-identity-1  | Missing resources:
flink-identity-1  | 	 Job 6aa832ae04026d2d3cf31b5d0d655ba6
flink-identity-1  | 		ResourceRequirement{resourceProfile=ResourceProfile{UNKNOWN}, numberOfRequiredSlots=1}
flink-identity-1  | Current resources:
flink-identity-1  | 	TaskManager b8b34684-f593-463b-ae37-0c7b6db7c53f
flink-identity-1  | 		Available: ResourceProfile{taskHeapMemory=1024.000gb (1099511627776 bytes), taskOffHeapMemory=1024.000gb (1099511627776 bytes), managedMemory=128.000mb (134217728 bytes), networkMemory=64.000mb (67108864 bytes)}
flink-identity-1  | 		Total:     ResourceProfile{taskHeapMemory=1024.000gb (1099511627776 bytes), taskOffHeapMemory=1024.000gb (1099511627776 bytes), managedMemory=128.000mb (134217728 bytes), networkMemory=64.000mb (67108864 bytes)}
flink-identity-1  | [flink-pekko.actor.default-dispatcher-7] INFO org.apache.flink.runtime.resourcemanager.slotmanager.DefaultSlotStatusSyncer - Starting allocation of slot 1a4070954682d5e3e0c35997af698d13 from b8b34684-f593-463b-ae37-0c7b6db7c53f for job 6aa832ae04026d2d3cf31b5d0d655ba6 with resource profile ResourceProfile{taskHeapMemory=1024.000gb (1099511627776 bytes), taskOffHeapMemory=1024.000gb (1099511627776 bytes), managedMemory=128.000mb (134217728 bytes), networkMemory=64.000mb (67108864 bytes)}.
flink-identity-1  | [flink-pekko.actor.default-dispatcher-8] INFO org.apache.flink.runtime.taskexecutor.TaskExecutor - Receive slot request 1a4070954682d5e3e0c35997af698d13 for job 6aa832ae04026d2d3cf31b5d0d655ba6 from resource manager with leader id ba4069bbbf05074160a2c4a69d304099.
flink-identity-1  | [flink-pekko.actor.default-dispatcher-8] INFO org.apache.flink.runtime.taskexecutor.slot.TaskSlotTableImpl - Allocated slot for 1a4070954682d5e3e0c35997af698d13 with resources ResourceProfile{taskHeapMemory=1024.000gb (1099511627776 bytes), taskOffHeapMemory=1024.000gb (1099511627776 bytes), managedMemory=128.000mb (134217728 bytes), networkMemory=64.000mb (67108864 bytes)}.
flink-identity-1  | [flink-pekko.actor.default-dispatcher-8] INFO org.apache.flink.runtime.taskexecutor.DefaultJobLeaderService - Add job 6aa832ae04026d2d3cf31b5d0d655ba6 for job leader monitoring.
flink-identity-1  | [mini-cluster-io-thread-2] INFO org.apache.flink.runtime.taskexecutor.DefaultJobLeaderService - Try to register at job manager pekko://flink/user/rpc/jobmanager_3 with leader id e049d6ad-084b-4fc6-acf6-0840478389e9.
flink-identity-1  | [flink-pekko.actor.default-dispatcher-7] INFO org.apache.flink.runtime.taskexecutor.DefaultJobLeaderService - Resolved JobManager address, beginning registration
flink-identity-1  | [flink-pekko.actor.default-dispatcher-6] INFO org.apache.flink.runtime.taskexecutor.DefaultJobLeaderService - Successful registration at job manager pekko://flink/user/rpc/jobmanager_3 for job 6aa832ae04026d2d3cf31b5d0d655ba6.
flink-identity-1  | [flink-pekko.actor.default-dispatcher-4] INFO org.apache.flink.runtime.taskexecutor.TaskExecutor - Establish JobManager connection for job 6aa832ae04026d2d3cf31b5d0d655ba6.
flink-identity-1  | [flink-pekko.actor.default-dispatcher-4] INFO org.apache.flink.runtime.taskexecutor.TaskExecutor - Offer reserved slots to the leader of job 6aa832ae04026d2d3cf31b5d0d655ba6.
flink-identity-1  | [flink-pekko.actor.default-dispatcher-6] INFO org.apache.flink.runtime.executiongraph.ExecutionGraph - Source: kafka-source -> Flat Map -> kafka-sink: Writer -> kafka-sink: Committer (1/1) (0bd00382a86500dc0438ee5869316b44_cbc357ccb763df2852fee8c4fc7d55f2_0_0) switched from SCHEDULED to DEPLOYING.
flink-identity-1  | [flink-pekko.actor.default-dispatcher-6] INFO org.apache.flink.runtime.executiongraph.ExecutionGraph - Deploying Source: kafka-source -> Flat Map -> kafka-sink: Writer -> kafka-sink: Committer (1/1) (attempt #0) with attempt id 0bd00382a86500dc0438ee5869316b44_cbc357ccb763df2852fee8c4fc7d55f2_0_0 and vertex id cbc357ccb763df2852fee8c4fc7d55f2_0 to b8b34684-f593-463b-ae37-0c7b6db7c53f @ localhost (dataPort=-1) with allocation id 1a4070954682d5e3e0c35997af698d13
flink-identity-1  | [flink-pekko.actor.default-dispatcher-8] INFO org.apache.flink.runtime.taskexecutor.slot.TaskSlotTableImpl - Activate slot 1a4070954682d5e3e0c35997af698d13.
flink-identity-1  | [flink-pekko.actor.default-dispatcher-4] INFO org.apache.flink.runtime.taskexecutor.slot.TaskSlotTableImpl - Activate slot 1a4070954682d5e3e0c35997af698d13.
flink-identity-1  | [flink-pekko.actor.default-dispatcher-4] INFO org.apache.flink.runtime.state.changelog.StateChangelogStorageLoader - StateChangelogStorageLoader initialized with shortcut names {memory}.
flink-identity-1  | [flink-pekko.actor.default-dispatcher-4] INFO org.apache.flink.runtime.state.changelog.StateChangelogStorageLoader - Creating a changelog storage with name 'memory'.
flink-identity-1  | [flink-pekko.actor.default-dispatcher-4] INFO org.apache.flink.runtime.state.TaskExecutorChannelStateExecutorFactoryManager - Creating the channel state executor factory for job id 6aa832ae04026d2d3cf31b5d0d655ba6
flink-identity-1  | [flink-pekko.actor.default-dispatcher-4] INFO org.apache.flink.runtime.taskexecutor.TaskExecutor - Received task Source: kafka-source -> Flat Map -> kafka-sink: Writer -> kafka-sink: Committer (1/1)#0 (0bd00382a86500dc0438ee5869316b44_cbc357ccb763df2852fee8c4fc7d55f2_0_0), deploy into slot with allocation id 1a4070954682d5e3e0c35997af698d13.
flink-identity-1  | [Source: kafka-source -> Flat Map -> kafka-sink: Writer -> kafka-sink: Committer (1/1)#0] INFO org.apache.flink.runtime.taskmanager.Task - Source: kafka-source -> Flat Map -> kafka-sink: Writer -> kafka-sink: Committer (1/1)#0 (0bd00382a86500dc0438ee5869316b44_cbc357ccb763df2852fee8c4fc7d55f2_0_0) switched from CREATED to DEPLOYING.
flink-identity-1  | [Source: kafka-source -> Flat Map -> kafka-sink: Writer -> kafka-sink: Committer (1/1)#0] INFO org.apache.flink.runtime.taskmanager.Task - Loading JAR files for task Source: kafka-source -> Flat Map -> kafka-sink: Writer -> kafka-sink: Committer (1/1)#0 (0bd00382a86500dc0438ee5869316b44_cbc357ccb763df2852fee8c4fc7d55f2_0_0) [DEPLOYING].
flink-identity-1  | [Source: kafka-source -> Flat Map -> kafka-sink: Writer -> kafka-sink: Committer (1/1)#0] INFO org.apache.flink.streaming.runtime.tasks.StreamTask - State backend is set to heap memory org.apache.flink.runtime.state.hashmap.HashMapStateBackend@d095803
flink-identity-1  | [Source: kafka-source -> Flat Map -> kafka-sink: Writer -> kafka-sink: Committer (1/1)#0] INFO org.apache.flink.runtime.state.StateBackendLoader - State backend loader loads the state backend as HashMapStateBackend
flink-identity-1  | [Source: kafka-source -> Flat Map -> kafka-sink: Writer -> kafka-sink: Committer (1/1)#0] INFO org.apache.flink.streaming.runtime.tasks.StreamTask - Checkpoint storage is set to 'filesystem': (checkpoints "file:/tmp/flink-checkpoints")
flink-identity-1  | [Source: kafka-source -> Flat Map -> kafka-sink: Writer -> kafka-sink: Committer (1/1)#0] INFO org.apache.flink.runtime.taskmanager.Task - Source: kafka-source -> Flat Map -> kafka-sink: Writer -> kafka-sink: Committer (1/1)#0 (0bd00382a86500dc0438ee5869316b44_cbc357ccb763df2852fee8c4fc7d55f2_0_0) switched from DEPLOYING to INITIALIZING.
flink-identity-1  | [flink-pekko.actor.default-dispatcher-8] INFO org.apache.flink.runtime.executiongraph.ExecutionGraph - Source: kafka-source -> Flat Map -> kafka-sink: Writer -> kafka-sink: Committer (1/1) (0bd00382a86500dc0438ee5869316b44_cbc357ccb763df2852fee8c4fc7d55f2_0_0) switched from DEPLOYING to INITIALIZING.
flink-identity-1  | [Source: kafka-source -> Flat Map -> kafka-sink: Writer -> kafka-sink: Committer (1/1)#0] INFO org.apache.flink.connector.base.source.reader.SourceReaderBase - Rate limiting of SourceReader is disabled
flink-identity-1  | [Source: kafka-source -> Flat Map -> kafka-sink: Writer -> kafka-sink: Committer (1/1)#0] INFO org.apache.flink.runtime.state.StateBackendLoader - State backend is set to heap memory org.apache.flink.runtime.state.hashmap.HashMapStateBackend@27cc5540
flink-identity-1  | [Source: kafka-source -> Flat Map -> kafka-sink: Writer -> kafka-sink: Committer (1/1)#0] WARN org.apache.flink.metrics.MetricGroup - Name collision: Group already contains a Metric with the name 'pendingCommittables'. Metric will not be reported.[, taskmanager, b8b34684-f593-463b-ae37-0c7b6db7c53f, stream-state-bench-flink-identity, kafka-sink: Committer, 0]
flink-identity-1  | [Source: kafka-source -> Flat Map -> kafka-sink: Writer -> kafka-sink: Committer (1/1)#0] INFO org.apache.flink.runtime.state.StateBackendLoader - State backend is set to heap memory org.apache.flink.runtime.state.hashmap.HashMapStateBackend@15c0ab53
flink-identity-1  | [Source: kafka-source -> Flat Map -> kafka-sink: Writer -> kafka-sink: Committer (1/1)#0] WARN org.apache.flink.metrics.MetricGroup - Name collision: Group already contains a Metric with the name 'currentSendTime'. Metric will not be reported.[, taskmanager, b8b34684-f593-463b-ae37-0c7b6db7c53f, stream-state-bench-flink-identity, kafka-sink: Writer, 0]
stream-state-bench-flink-kafka  | ===> User
stream-state-bench-flink-kafka  | uid=1000(appuser) gid=1000(appuser) groups=1000(appuser)
stream-state-bench-flink-kafka  | ===> Setting default values of environment variables if not already set.
stream-state-bench-flink-kafka  | ===> Configuring ...
stream-state-bench-flink-kafka  | Running in KRaft mode...
stream-state-bench-flink-kafka  | ===> Launching ... 
stream-state-bench-flink-kafka  | ===> Using provided cluster id MkU3OEVBNTcwNTJENDM2Qk ...
stream-state-bench-flink-kafka  | [2026-07-16 07:14:44,349] INFO Registered `kafka:type=kafka.Log4jController` MBean (kafka.utils.Log4jControllerRegistration$)
stream-state-bench-flink-kafka  | [2026-07-16 07:14:44,434] INFO Registered signal handlers for TERM, INT, HUP (org.apache.kafka.common.utils.LoggingSignalHandler)
stream-state-bench-flink-kafka  | [2026-07-16 07:14:44,436] INFO [ControllerServer id=1] Starting controller (kafka.server.ControllerServer)
stream-state-bench-flink-kafka  | [2026-07-16 07:14:44,514] INFO Updated connection-accept-rate max connection creation rate to 2147483647 (kafka.network.ConnectionQuotas)
stream-state-bench-flink-kafka  | [2026-07-16 07:14:44,534] INFO [SocketServer listenerType=CONTROLLER, nodeId=1] Created data-plane acceptor and processors for endpoint : ListenerName(CONTROLLER) (kafka.network.SocketServer)
stream-state-bench-flink-kafka  | [2026-07-16 07:14:44,538] INFO authorizerStart completed for endpoint CONTROLLER. Endpoint is now READY. (org.apache.kafka.server.network.EndpointReadyFutures)
stream-state-bench-flink-kafka  | [2026-07-16 07:14:44,539] INFO [SharedServer id=1] Starting SharedServer (kafka.server.SharedServer)
stream-state-bench-flink-kafka  | [2026-07-16 07:14:44,561] INFO [LogLoader partition=__cluster_metadata-0, dir=/tmp/kafka-logs] Loading producer state till offset 0 (org.apache.kafka.storage.internals.log.UnifiedLog)
stream-state-bench-flink-kafka  | [2026-07-16 07:14:44,562] INFO [LogLoader partition=__cluster_metadata-0, dir=/tmp/kafka-logs] Reloading from producer snapshot and rebuilding producer state from offset 0 (org.apache.kafka.storage.internals.log.UnifiedLog)
stream-state-bench-flink-kafka  | [2026-07-16 07:14:44,562] INFO [LogLoader partition=__cluster_metadata-0, dir=/tmp/kafka-logs] Producer state recovery took 0ms for snapshot load and 0ms for segment recovery from offset 0 (org.apache.kafka.storage.internals.log.UnifiedLog)
stream-state-bench-flink-kafka  | [2026-07-16 07:14:44,567] INFO [RaftLog partition=__cluster_metadata-0] Initialized snapshots with IDs [] from /tmp/kafka-logs/__cluster_metadata-0 (org.apache.kafka.raft.internals.KafkaRaftLog)
stream-state-bench-flink-kafka  | [2026-07-16 07:14:44,570] INFO [raft-expiration-reaper]: Starting (org.apache.kafka.raft.TimingWheelExpirationService$ExpiredOperationReaper)
stream-state-bench-flink-kafka  | [2026-07-16 07:14:44,572] INFO [RaftManager id=1] Reading KRaft snapshot and log as part of the initialization (org.apache.kafka.raft.KafkaRaftClient)
stream-state-bench-flink-kafka  | [2026-07-16 07:14:44,573] INFO [RaftManager id=1] Starting voters are VoterSet(voters={1=VoterNode(voterKey=ReplicaKey(id=1, directoryId=<undefined>), listeners=Endpoints(endpoints={ListenerName(CONTROLLER)=kafka/<unresolved>:9093}), supportedKRaftVersion=SupportedVersionRange[min_version:0, max_version:0])}) (org.apache.kafka.raft.KafkaRaftClient)
stream-state-bench-flink-kafka  | [2026-07-16 07:14:44,575] INFO [RaftManager id=1] Starting request manager with static voters: [kafka:9093 (id: 1 rack: null isFenced: false)] (org.apache.kafka.raft.KafkaRaftClient)
stream-state-bench-flink-kafka  | [2026-07-16 07:14:44,576] INFO [RaftManager id=1] Attempting durable transition to UnattachedState(epoch=0, leaderId=OptionalInt.empty, votedKey=Optional.empty, voters=[1], electionTimeoutMs=1717, highWatermark=Optional.empty) from null (org.apache.kafka.raft.QuorumState)
stream-state-bench-flink-kafka  | [2026-07-16 07:14:44,583] INFO [RaftManager id=1] Completed transition to UnattachedState(epoch=0, leaderId=OptionalInt.empty, votedKey=Optional.empty, voters=[1], electionTimeoutMs=1717, highWatermark=Optional.empty) from null (org.apache.kafka.raft.QuorumState)
stream-state-bench-flink-kafka  | [2026-07-16 07:14:44,587] INFO [RaftManager id=1] Completed transition to ProspectiveState(epoch=0, leaderId=OptionalInt.empty, votedKey=Optional.empty, epochElection=EpochElection[voterStates={1=VoterState(replicaKey=ReplicaKey(id=1, directoryId=<undefined>), state=GRANTED)}], electionTimeoutMs=1796, highWatermark=Optional.empty) from UnattachedState(epoch=0, leaderId=OptionalInt.empty, votedKey=Optional.empty, voters=[1], electionTimeoutMs=1717, highWatermark=Optional.empty) (org.apache.kafka.raft.QuorumState)
